KEY , READ1_LENGTH , READ1_START , READ1_END , READ1_OVL_LEN , READ2_LENGTH , READ2_START , READ2_END , READ2_OVL_LEN , MATCHES , INSERTIONS , DELETIONS 
seq4_67-seq9_97,5520,0,2868,2868,26090,23219,26078,2859,2676,192,183
seq4_70-seq6_71,5582,0,5582,5582,8910,1514,7095,5581,5201,381,380
seq4_78-seq7_35,10968,7139,10968,3829,8673,0,3878,3878,3589,240,289
seq4_80-seq8_61,6264,0,2867,2867,12513,9595,12494,2899,2705,162,194
seq4_84-seq6_32,11128,0,2250,2250,9833,7613,9822,2209,2079,171,130
seq4_85-seq7_90,10297,1485,10297,8812,22962,0,8447,8447,7943,869,504
seq4_85-seq9_31,10297,6891,10297,3406,4360,20,3380,3360,3166,240,194
seq4_85-seq9_78,10297,9441,10297,856,17711,58,898,840,804,52,36
seq4_86-seq5_20,16468,2627,8135,5508,5505,14,5495,5481,5147,361,334
seq4_86-seq8_54,16468,1195,6339,5144,5107,0,5074,5074,4802,342,272
seq4_87-seq5_87,15031,17,8994,8977,13749,4732,13746,9014,8487,490,527
seq4_87-seq8_86,15031,0,7125,7125,24186,16955,24117,7162,6728,397,434
seq4_88-seq9_35,12478,8,2418,2410,4646,2161,4593,2432,2268,142,164
seq4_89-seq6_33,21312,10372,13063,2691,2658,0,2634,2634,2507,184,127
seq4_89-seq7_93,21312,18589,21298,2709,27724,6,2744,2738,2542,167,196
seq4_92-seq5_25,23043,10740,16361,5621,5630,3,5622,5619,5280,341,339
seq4_92-seq7_25,23043,8440,11239,2799,2818,6,2794,2788,2618,181,170
seq4_93-seq5_13,20866,18589,20866,2277,4279,30,2312,2282,2131,146,151
seq4_95-seq6_37,19784,9197,14224,5027,5031,29,5025,4996,4706,321,290
seq4_97-seq5_99,20041,11282,20041,8759,37031,1,8819,8818,8229,530,589
seq1_1-seq1_90,962,0,962,962,15832,6591,7543,952,904,58,48
seq1_2-seq4_84,3277,0,3277,3277,11128,2753,6061,3308,3091,186,217
seq1_3-seq9_70,2657,0,2461,2461,6172,3697,6163,2466,2302,159,164
seq1_4-seq1_95,1296,0,1296,1296,17691,3207,4499,1292,1227,69,65
seq1_4-seq5_62,1296,0,1296,1296,6216,2993,4297,1304,1228,68,76
seq1_5-seq5_29,2958,0,2958,2958,4102,515,3505,2990,2790,168,200
seq1_6-seq9_96,2689,0,2689,2689,22667,6207,8925,2718,2537,152,181
seq1_6-seq6_72,2689,0,1771,1771,8224,6450,8213,1763,1651,120,112
seq1_7-seq7_71,1639,0,1639,1639,12767,2537,4165,1628,1541,98,87
seq1_7-seq2_73,1639,0,734,734,8938,8197,8933,736,691,43,45
seq1_9-seq5_99,2975,0,2975,2975,37031,31191,34242,3051,2812,163,239
seq1_11-seq4_95,2154,0,2154,2154,19784,1958,4124,2166,2016,138,150
seq1_13-seq3_22,4612,0,4612,4612,4668,143,4668,4525,4268,344,257
seq1_14-seq3_35,4300,3060,4300,1240,7266,39,1275,1236,1157,83,79
seq1_17-seq8_58,5532,0,5532,5532,7500,1090,6589,5499,5164,368,335
seq1_17-seq6_87,5532,1313,5532,4219,7351,2,4195,4193,3937,282,256
seq1_17-seq5_7,5532,3188,4639,1451,1439,1,1429,1428,1343,108,85
seq1_17-seq5_91,5532,4250,5532,1282,7646,1,1301,1300,1204,78,96
seq1_19-seq1_70,4809,1057,4809,3752,10278,2,3738,3736,3512,240,224
seq1_23-seq1_91,4360,2,4360,4358,13297,4583,8931,4348,4106,252,242
seq1_23-seq6_65,4360,2,4360,4358,10567,4204,8479,4275,4017,341,258
seq1_24-seq7_78,3526,0,3526,3526,21394,5402,8951,3549,3322,204,227
seq1_24-seq9_49,3526,2,1504,1502,6324,4796,6314,1518,1421,81,97
seq1_24-seq4_4,3526,0,671,671,1536,840,1529,689,642,29,47
seq1_27-seq3_73,1504,0,1504,1504,12570,4624,6145,1521,1421,83,100
seq1_28-seq6_58,3260,0,3260,3260,6614,537,3751,3214,3036,224,178
seq1_29-seq7_90,9177,0,9177,9177,22962,7823,17031,9208,8614,563,594
seq1_29-seq9_78,9177,0,9177,9177,17711,261,9509,9248,8633,544,615
seq1_29-seq4_85,9177,0,618,618,10297,9653,10282,629,589,29,40
seq1_31-seq5_71,9384,6241,9384,3143,10284,10,3178,3168,2930,213,238
seq1_31-seq4_63,9384,0,743,743,8055,7316,8044,728,679,64,49
seq1_32-seq3_93,605,2,605,603,27739,3355,3945,590,557,46,33
seq1_33-seq7_47,2209,0,2209,2209,9368,67,2262,2195,2068,141,127
seq1_33-seq9_37,2209,0,2209,2209,5711,1520,3708,2188,2061,148,127
seq1_34-seq8_19,7156,872,3173,2301,2335,10,2316,2306,2164,137,142
seq1_36-seq3_73,7541,3012,7541,4529,12570,0,4559,4559,4263,266,296
seq1_39-seq3_51,3965,1536,3965,2429,8687,3,2439,2436,2298,131,138
seq1_39-seq6_70,3965,0,1168,1168,8653,7480,8632,1152,1093,75,59
seq1_40-seq4_58,5413,111,5413,5302,6970,1,5337,5336,5000,302,336
seq1_40-seq5_82,5413,2732,5413,2681,10681,5,2693,2688,2517,164,171
seq1_42-seq6_18,7057,760,1369,609,650,1,605,604,579,30,25
seq1_43-seq4_78,7884,0,6330,6330,10968,4617,10962,6345,5977,353,368
seq1_43-seq7_35,7884,2498,7884,5386,8673,0,5410,5410,5073,313,337
seq1_44-seq2_85,7117,0,5507,5507,13618,8028,13560,5532,5185,322,347
seq1_44-seq1_53,7117,971,5556,4585,4597,2,4571,4569,4316,269,253
seq1_44-seq3_46,7117,1389,2199,810,813,17,808,791,763,47,28
seq1_46-seq7_71,5960,2,5960,5958,12767,1922,7866,5944,5593,365,351
seq1_46-seq1_7,5960,620,2250,1630,1639,3,1623,1620,1536,94,84
seq1_46-seq2_73,5960,2,1345,1343,8938,7595,8932,1337,1264,79,73
seq1_50-seq2_68,4783,0,4783,4783,9701,103,4904,4801,4529,254,272
seq1_50-seq7_79,4783,2904,4783,1879,17004,11,1925,1914,1784,95,130
seq1_51-seq3_84,11253,0,5508,5508,7040,1530,7028,5498,5171,337,327
seq1_51-seq4_56,11253,0,1754,1754,5890,4176,5873,1697,1619,135,78
seq1_52-seq4_88,13156,4958,13156,8198,12478,1,8136,8135,7662,536,473
seq1_52-seq7_74,13156,0,5666,5666,7165,1530,7152,5622,5283,383,339
seq1_52-seq9_35,13156,2822,7429,4607,4646,3,4609,4606,4319,288,287
seq1_53-seq2_85,4597,0,4597,4597,13618,9022,13613,4591,4317,280,274
seq1_53-seq3_46,4597,405,1209,804,813,20,808,788,751,53,37
seq1_54-seq4_53,7201,862,7201,6339,7946,5,6296,6291,5944,395,347
seq1_54-seq6_3,7201,4531,6067,1536,1524,6,1516,1510,1434,102,76
seq1_55-seq8_74,7616,0,6304,6304,7090,761,7079,6318,5911,393,407
seq1_55-seq3_74,7616,2281,5925,3644,3652,10,3647,3637,3439,205,198
seq1_57-seq7_52,6500,0,6500,6500,9881,576,7034,6458,6103,397,355
seq1_58-seq9_98,8826,0,8826,8826,40412,22204,31021,8817,8259,567,558
seq1_58-seq5_77,8826,0,1835,1835,16950,15081,16934,1853,1724,111,129
seq1_58-seq6_84,8826,0,488,488,7915,7341,7835,494,460,28,34
seq1_59-seq1_90,2161,1388,2161,773,15832,34,828,794,744,29,50
seq1_60-seq2_81,8528,2616,8528,5912,14905,100,6051,5951,5590,322,361
seq1_61-seq1_82,3117,0,3117,3117,4989,1772,4892,3120,2938,179,182
seq1_63-seq8_93,4105,0,4105,4105,17962,466,4573,4107,3836,269,271
seq1_63-seq8_44,4105,603,4105,3502,9473,1,3515,3514,3273,229,241
seq1_64-seq5_14,8521,1614,4260,2646,2645,0,2637,2637,2480,166,157
seq1_66-seq1_86,476,0,476,476,17863,14378,14865,487,458,18,29
seq1_67-seq9_91,1566,0,1566,1566,12713,3643,5214,1571,1472,94,99
seq1_68-seq9_52,2883,1509,2883,1374,5289,672,2039,1367,1294,80,73
seq1_68-seq5_71,2883,0,1053,1053,10284,8930,9986,1056,992,61,64
seq1_69-seq7_21,8667,5046,7977,2931,2984,39,2969,2930,2747,184,183
seq1_71-seq7_78,5347,0,4623,4623,21394,16695,21355,4660,4349,274,311
seq1_71-seq3_71,5347,1560,4867,3307,11690,4,3326,3322,3090,217,232
seq1_72-seq5_98,8033,2655,8033,5378,26069,85,5435,5350,5058,320,292
seq1_72-seq9_41,8033,3698,5832,2134,2148,2,2142,2140,2020,114,120
seq1_73-seq7_81,6342,0,6342,6342,13840,4389,10772,6383,5968,374,415
seq1_73-seq8_75,6342,0,6342,6342,13390,3277,9662,6385,5991,351,394
seq1_74-seq9_76,17426,10069,17426,7357,11781,13,7396,7383,6916,441,467
seq1_74-seq5_24,17426,1064,5142,4078,4128,13,4124,4111,3832,246,279
seq1_74-seq9_32,17426,0,3276,3276,4900,1481,4773,3292,3061,215,231
seq1_76-seq8_89,16207,0,13354,13354,13712,242,13601,13359,12543,811,816
seq1_76-seq6_47,16207,0,1583,1583,3377,1802,3368,1566,1483,100,83
seq1_76-seq7_69,16207,3583,4627,1044,1086,6,1054,1048,975,69,73
seq1_77-seq5_86,7032,0,2220,2220,12571,10323,12551,2228,2107,113,121
seq1_78-seq4_16,2536,0,1399,1399,5253,3848,5247,1399,1312,87,87
seq1_79-seq6_75,3389,0,3389,3389,18617,11951,15359,3408,3180,209,228
seq1_80-seq2_96,7967,0,7967,7967,25667,4856,12831,7975,7500,467,475
seq1_80-seq7_92,7967,0,7961,7961,35718,8576,16565,7989,7519,442,470
seq1_81-seq5_66,15212,0,5223,5223,6091,808,6086,5278,4913,310,365
seq1_81-seq8_27,15212,7530,10069,2539,2584,1,2550,2549,2384,155,165
seq1_81-seq5_63,15212,0,790,790,9910,9102,9891,789,740,50,49
seq1_83-seq2_94,8918,0,8918,8918,22939,8444,17354,8910,8391,527,519
seq1_83-seq9_24,8918,6044,8918,2874,5312,1,2879,2878,2683,191,195
seq1_85-seq2_90,15586,2,15586,15584,22388,5607,21129,15522,14609,975,913
seq1_86-seq7_85,17863,383,17863,17480,22128,1,17535,17534,16435,1045,1099
seq1_86-seq6_38,17863,11740,16846,5106,5170,45,5165,5120,4800,306,320
seq1_86-seq6_67,17863,6405,9961,3556,3594,9,3576,3567,3349,207,218
seq1_86-seq2_30,17863,4099,5141,1042,1079,21,1062,1041,985,57,56
seq1_86-seq8_28,17863,16122,17863,1741,7853,45,1753,1708,1605,136,103
seq1_88-seq4_81,12153,7517,11092,3575,3612,28,3584,3556,3343,232,213
seq1_89-seq7_89,15964,0,9501,9501,31093,21564,31085,9521,8918,583,603
seq1_89-seq5_32,15964,4840,9656,4816,4791,2,4773,4771,4515,301,256
seq1_89-seq5_75,15964,0,4207,4207,15172,10969,15164,4195,3937,270,258
seq1_90-seq2_44,15832,11268,15832,4564,8615,0,4539,4539,4286,278,253
seq1_90-seq3_39,15832,8562,11912,3350,3358,1,3337,3336,3160,190,176
seq1_90-seq9_13,15832,5550,8088,2538,2566,12,2548,2536,2378,160,158
seq1_90-seq3_29,15832,14995,15832,837,7831,1,841,840,775,62,65
seq1_91-seq6_65,13297,449,10985,10536,10567,1,10558,10557,9865,671,692
seq1_91-seq4_55,13297,425,4662,4237,4300,4,4291,4287,3977,260,310
seq1_91-seq9_36,13297,0,4199,4199,7262,3024,7254,4230,3915,284,315
seq1_92-seq9_23,13058,2734,4489,1755,1887,2,1794,1792,1668,87,124
seq1_93-seq4_98,17969,0,12652,12652,23609,11000,23601,12601,11896,756,705
seq1_93-seq2_95,17969,0,8950,8950,30676,21719,30671,8952,8430,520,522
seq1_93-seq8_39,17969,12767,13572,805,891,2,829,827,768,37,59
seq1_94-seq8_86,14620,0,14620,14620,24186,3410,18091,14681,13721,899,960
seq1_94-seq5_87,14620,8775,14620,5845,13749,7,5822,5815,5473,372,342
seq1_94-seq5_16,14620,3323,6793,3470,3452,0,3445,3445,3231,239,214
seq1_94-seq4_87,14620,13519,14620,1101,15031,17,1128,1111,1029,72,82
seq1_95-seq5_62,17691,244,6424,6180,6216,1,6196,6195,5825,355,370
seq1_95-seq6_21,17691,4343,6762,2419,2444,3,2438,2435,2293,126,142
seq1_95-seq9_56,17691,0,3163,3163,12343,9172,12325,3153,2926,237,227
seq1_95-seq8_46,17691,16313,17691,1378,2894,15,1384,1369,1294,84,75
seq10_7-seq10_89,1201,0,1201,1201,19834,9975,11191,1216,1136,65,80
seq10_13-seq2_39,773,0,773,773,4518,1037,1790,753,709,64,44
seq10_15-seq3_92,3264,0,3264,3264,24869,750,4057,3307,3085,179,222
seq10_18-seq10_69,4878,0,4878,4878,14423,1185,6033,4848,4561,317,287
seq10_18-seq7_84,4878,0,4878,4878,16056,211,5131,4920,4539,339,381
seq10_20-seq2_68,3381,0,3381,3381,9701,5383,8769,3386,3170,211,216
seq10_20-seq7_79,3381,2,3381,3379,17004,2429,5794,3365,3145,234,220
seq10_21-seq1_76,3571,0,865,865,16207,15299,16178,879,825,40,54
seq10_26-seq1_93,1876,0,1876,1876,17969,14855,16736,1881,1747,129,134
seq10_30-seq5_80,2756,0,2726,2726,14067,6298,9027,2729,2536,190,193
seq10_32-seq2_62,3705,0,3705,3705,14392,5920,9627,3707,3485,220,222
seq10_32-seq6_89,3705,11,3705,3694,10995,2122,5768,3646,3420,274,226
seq10_42-seq1_51,7284,3,5932,5929,11253,5294,11225,5931,5564,365,367
seq10_44-seq4_90,6056,0,3929,3929,10605,6604,10531,3927,3684,245,243
seq10_46-seq10_76,7463,715,7463,6748,7003,3,6754,6751,6390,358,361
seq10_47-seq5_69,3376,195,3376,3181,13289,1276,4515,3239,2988,193,251
seq10_47-seq7_89,3376,0,3376,3376,31093,3774,7129,3355,3110,266,245
seq10_49-seq2_82,4333,0,4333,4333,10207,4104,8436,4332,4052,281,280
seq10_50-seq1_56,5259,159,5131,4972,5065,74,5060,4986,4646,326,340
seq10_52-seq10_85,11984,0,6793,6793,7430,601,7415,6814,6416,377,398
seq10_52-seq7_24,11984,3703,6414,2711,2932,53,2748,2695,2541,170,154
seq10_52-seq7_7,11984,4264,6414,2150,2492,22,2158,2136,1991,159,145
seq10_56-seq2_93,5477,8,5477,5469,30071,23647,29172,5525,5128,341,397
seq10_56-seq4_75,5477,1858,5477,3619,7536,117,3748,3631,3361,258,270
seq10_58-seq2_95,3818,0,3818,3818,30676,3079,6980,3901,3611,207,290
seq10_58-seq5_82,3818,2,3362,3360,10681,7104,10532,3428,3177,183,251
seq10_61-seq7_87,8666,1066,8666,7600,16751,204,7819,7615,7087,513,528
seq10_63-seq10_74,8425,0,8425,8425,14113,5231,13674,8443,7986,439,457
seq10_65-seq9_93,10430,0,6429,6429,13805,7092,13471,6379,5970,459,409
seq10_69-seq7_84,14423,986,14423,13437,16056,12,13541,13529,12538,899,991
seq10_71-seq6_81,8352,0,8352,8352,11254,419,8731,8312,7746,606,566
seq10_71-seq8_16,8352,3964,8106,4142,4732,518,4668,4150,3872,270,278
seq10_72-seq4_18,11515,4546,7510,2964,3063,29,3003,2974,2782,182,192
seq10_72-seq7_56,11515,7548,11515,3967,11334,1,3991,3990,3675,292,315
seq10_73-seq1_21,2794,0,1664,1664,3185,1523,3172,1649,1522,142,127
seq10_75-seq2_74,13445,7614,12011,4397,4427,1,4415,4414,4137,260,277
seq10_77-seq6_12,15786,6939,9444,2505,2573,5,2512,2507,2332,173,175
seq10_79-seq9_66,16477,5183,10988,5805,6151,395,6138,5743,5383,422,360
seq10_79-seq6_14,16477,9097,12950,3853,3835,5,3820,3815,3565,288,250
seq10_81-seq8_82,19575,2907,19553,16646,18544,11,16695,16684,15512,1134,1172
seq10_81-seq6_74,19575,4166,13055,8889,8890,14,8882,8868,8293,596,575
seq10_81-seq5_93,19575,14510,19575,5065,12999,66,5158,5092,4736,329,356
seq10_81-seq7_38,19575,5939,9779,3840,3883,12,3857,3845,3582,258,263
seq10_83-seq9_99,15692,0,15675,15675,53514,444,16213,15769,14670,1005,1099
seq10_85-seq7_24,7430,4424,7101,2677,2932,178,2819,2641,2489,188,152
seq10_86-seq6_68,17219,12283,17219,4936,12903,3,5113,5110,4654,282,456
seq10_86-seq7_31,17219,345,4094,3749,3854,6,3729,3723,3493,256,230
seq10_87-seq7_82,15897,3175,15897,12722,17790,154,12911,12757,11907,815,850
seq10_90-seq8_88,12437,0,5170,5170,13972,8799,13961,5162,4826,344,336
seq10_91-seq1_22,24113,17053,18293,1240,1493,5,1234,1229,1159,81,70
seq10_92-seq4_53,10709,0,3682,3682,7946,4263,7932,3669,3439,243,230
seq10_92-seq1_54,10709,0,2034,2034,7201,5152,7182,2030,1917,117,113
seq10_93-seq7_62,29421,13721,23949,10228,10367,5,10189,10184,9575,653,609
seq10_94-seq3_87,28601,8545,24715,16170,16291,1,16270,16269,15127,1043,1142
seq10_94-seq2_79,28601,12240,16682,4442,4983,403,4831,4428,4148,294,280
seq10_94-seq9_94,28601,0,8542,8542,23196,14508,23057,8549,7946,596,603
seq10_94-seq2_26,28601,172,2853,2681,2729,12,2716,2704,2514,167,190
seq10_95-seq4_64,25456,11760,23946,12186,12188,0,12170,12170,11325,861,845
seq10_95-seq6_41,25456,15981,22253,6272,6328,14,6298,6284,5851,421,433
seq10_95-seq6_32,25456,20996,25268,4272,9833,14,4285,4271,4001,271,270
seq10_96-seq1_64,26720,1740,10176,8436,8521,79,8513,8434,7888,548,546
seq10_96-seq7_39,26720,15428,22467,7039,7514,450,7506,7056,6549,490,507
seq10_96-seq5_14,26720,3281,5906,2625,2645,1,2635,2634,2451,174,183
seq6_5-seq7_90,3141,4,3141,3137,22962,19358,22521,3163,2965,172,198
seq6_5-seq9_78,3141,0,3060,3060,17711,11879,14945,3066,2857,203,209
seq6_17-seq8_85,2844,0,2421,2421,8793,6258,8714,2456,2281,140,175
seq6_24-seq7_46,5090,2130,5090,2960,6939,18,3004,2986,2776,184,210
seq6_28-seq7_60,3946,0,2546,2546,10899,8413,10888,2475,2332,214,143
seq6_29-seq6_8,5221,0,739,739,2224,1477,2217,740,691,48,49
seq6_32-seq6_41,9833,0,1292,1292,6328,5023,6328,1305,1239,53,66
seq6_34-seq8_28,8421,0,2464,2464,7853,5383,7845,2462,2288,176,174
seq6_35-seq7_17,6293,3443,6293,2850,3349,0,2825,2825,2645,205,180
seq6_38-seq7_85,5170,0,5170,5170,22128,11353,16533,5180,4845,325,335
seq6_41-seq6_62,6328,1398,3699,2301,2346,25,2343,2318,2166,135,152
seq6_43-seq9_53,4277,2567,4277,1710,9935,3,1688,1685,1567,143,118
seq6_45-seq9_85,7338,0,3183,3183,14745,11377,14537,3160,2967,216,193
seq6_46-seq6_52,12314,4914,12314,7400,8003,5,7421,7416,6987,413,429
seq6_50-seq6_91,743,0,743,743,20251,11882,12602,720,690,53,30
seq6_53-seq6_75,6400,0,3026,3026,18617,15545,18599,3054,2870,156,184
seq6_55-seq7_94,5088,0,5088,5088,38487,30666,35735,5069,4757,331,312
seq6_57-seq8_42,10025,0,3906,3906,6415,2519,6401,3882,3626,280,256
seq6_59-seq8_92,6212,3471,6212,2741,18402,10,2782,2772,2570,171,202
seq6_65-seq9_36,10567,0,3814,3814,7262,3474,7253,3779,3520,294,259
seq6_67-seq7_85,3594,0,3594,3594,22128,6016,9619,3603,3371,223,232
seq6_72-seq9_96,8224,248,8217,7969,22667,9,8018,8009,7431,538,578
seq6_73-seq7_41,17181,4,5594,5590,6588,853,6488,5635,5208,382,427
seq6_74-seq8_82,8890,0,8870,8870,18544,1262,10177,8915,8321,549,594
seq6_74-seq7_38,8890,1794,5636,3842,3883,1,3872,3871,3598,244,273
seq6_76-seq9_74,3823,1732,3823,2091,2702,5,2091,2086,1969,122,117
seq6_78-seq7_51,9504,0,3963,3963,5591,1617,5586,3969,3712,251,257
seq6_81-seq8_16,11254,3839,8509,4670,4732,27,4683,4656,4388,282,268
seq6_81-seq7_15,11254,8756,11254,2498,3713,18,2487,2469,2316,182,153
seq6_84-seq7_91,7915,0,7915,7915,27180,18274,26571,8297,7405,510,892
seq6_84-seq9_98,7915,2031,7915,5884,40412,16873,22771,5898,5485,399,413
seq6_84-seq9_57,7915,2064,7915,5851,5871,0,5834,5834,5450,401,384
seq6_85-seq8_69,18817,9485,18817,9332,14866,20,9364,9344,8736,596,608
seq6_85-seq7_50,18817,13134,18813,5679,7697,1,5717,5716,5324,355,392
seq6_86-seq9_92,10016,91,4863,4772,11106,6207,10926,4719,4422,350,297
seq6_86-seq7_57,10016,0,2383,2383,3936,1559,3928,2369,2210,173,159
seq6_87-seq8_58,7351,0,5077,5077,7500,2391,7490,5099,4742,335,357
seq6_89-seq8_34,10995,5236,10026,4790,8162,37,4839,4802,4483,307,319
seq6_90-seq7_67,22994,12961,22994,10033,11144,16,10072,10056,9371,662,685
seq6_90-seq7_87,22994,0,6017,6017,16751,10690,16731,6041,5628,389,413
seq6_91-seq8_24,20251,10348,14227,3879,3988,29,3912,3883,3601,278,282
seq6_92-seq7_83,19651,802,19266,18464,18393,11,18387,18376,17210,1254,1166
seq2_6-seq5_98,1577,0,1577,1577,26069,12383,13918,1535,1459,118,76
seq2_8-seq9_97,2970,0,2970,2970,26090,7686,10661,2975,2796,174,179
seq2_10-seq8_52,2739,0,2739,2739,10601,2589,5314,2725,2555,184,170
seq2_11-seq4_12,3263,1542,2238,696,719,30,712,682,647,49,35
seq2_12-seq9_89,3963,0,3963,3963,20279,16069,20023,3954,3686,277,268
seq2_13-seq6_85,3627,2,3627,3625,18817,9085,12733,3648,3426,199,222
seq2_13-seq8_69,3627,421,3627,3206,14866,20,3270,3250,3029,177,221
seq2_16-seq5_85,5311,0,5311,5311,17147,6042,11366,5324,4993,318,331
