KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq1_22-seq1_33	7688	2266	7273	5007	5009	1	5006	5005	4711	296	294
seq1_22-seq1_47	7688	3132	7688	4556	11259	4	4566	4562	4307	249	255
seq1_22-seq1_51	7688	3198	7688	4490	6128	5	4510	4505	4267	223	238
seq1_22-seq1_92	7688	0	4440	4440	11901	7430	11873	4443	4201	239	242
seq1_22-seq1_34	7688	3391	7688	4297	5912	3	4318	4315	4041	256	274
seq1_22-seq1_45	7688	0	4356	4356	13004	8659	12998	4339	4097	259	242
seq1_22-seq1_65	7688	0	3738	3738	6012	2284	6005	3721	3502	236	219
seq1_22-seq1_66	7688	0	3296	3296	8829	5562	8822	3260	3080	216	180
seq1_22-seq1_97	7688	4760	7688	2928	18284	23	2968	2945	2767	161	178
seq1_22-seq1_77	7688	0	2471	2471	11395	8933	11394	2461	2323	148	138
seq1_22-seq1_52	7688	259	2854	2595	2586	19	2576	2557	2415	180	142
seq1_22-seq1_99	7688	3086	5056	1970	1999	4	1989	1985	1878	92	107
seq1_22-seq1_39	7688	0	2002	2002	8537	6485	8522	2037	1904	98	133
seq1_22-seq1_55	7688	6600	7688	1088	5345	8	1099	1091	1029	59	62
seq1_23-seq1_46	5026	2	5026	5024	7336	2150	7181	5031	4723	301	308
seq1_23-seq1_79	5026	3	5026	5023	13305	6080	11098	5018	4750	273	268
seq1_23-seq1_93	5026	3	5026	5023	20815	1616	6604	4988	4706	317	282
seq1_23-seq1_71	5026	1593	5026	3433	15598	5	3449	3444	3256	177	188
seq1_23-seq1_26	5026	1868	5026	3158	7562	0	3126	3126	2940	218	186
seq1_23-seq1_29	5026	2369	5026	2657	7166	1	2641	2640	2479	178	161
seq1_23-seq1_72	5026	2	2051	2049	12303	10220	12295	2075	1951	98	124
seq1_23-seq1_68	5026	2	483	481	17696	17203	17690	487	457	24	30
seq1_23-seq1_80	5026	4521	5026	505	6652	1	497	496	470	35	26
seq1_24-seq1_63	7760	4	7760	7756	19336	5969	13742	7773	7340	416	433
seq1_24-seq1_96	7760	0	7760	7760	18786	3114	10845	7731	7307	453	424
seq1_24-seq1_56	7760	0	7501	7501	7699	200	7681	7481	7037	464	444
seq1_24-seq1_82	7760	4304	7760	3456	7183	1	3451	3450	3246	210	204
seq1_24-seq1_54	7760	4	2786	2782	12947	10138	12944	2806	2632	150	174
seq1_24-seq1_25	7760	0	2367	2367	4018	1620	4007	2387	2229	138	158
seq1_24-seq1_83	7760	2	1664	1662	15039	13365	15031	1666	1557	105	109
seq1_24-seq1_74	7760	0	1194	1194	12552	11339	12542	1203	1127	67	76
seq1_24-seq1_69	7760	0	991	991	1350	350	1344	994	920	71	74
seq1_24-seq1_48	7760	0	1405	1405	7975	6870	7968	1098	1032	373	66
seq1_24-seq1_89	7760	5875	6270	395	440	19	426	407	381	14	26
seq1_25-seq1_96	4018	0	4018	4018	18786	1478	5499	4021	3783	235	238
seq1_25-seq1_63	4018	0	4018	4018	19336	4330	8396	4066	3815	203	251
seq1_25-seq1_54	4018	0	4018	4018	12947	8508	12551	4043	3784	234	259
seq1_25-seq1_83	4018	0	3300	3300	15039	11746	15028	3282	3088	212	194
seq1_25-seq1_74	4018	0	2828	2828	12552	9706	12542	2836	2681	147	155
seq1_25-seq1_56	4018	1435	4018	2583	7699	7	2597	2590	2434	149	156
seq1_25-seq1_48	4018	0	3032	3032	7975	5261	7968	2707	2563	469	144
seq1_25-seq1_3	4018	0	1252	1252	1324	27	1300	1273	1197	55	76
seq1_25-seq1_69	4018	1276	2564	1288	1350	1	1305	1304	1214	74	90
seq1_25-seq1_50	4018	0	614	614	13350	12741	13347	606	579	35	27
seq1_25-seq1_43	4018	0	514	514	8134	7621	8130	509	488	26	21
seq1_26-seq1_71	7562	4	7562	7558	15598	279	7899	7620	7188	370	432
seq1_26-seq1_93	7562	0	7562	7562	20815	3478	10988	7510	7087	475	423
seq1_26-seq1_29	7562	503	7562	7059	7166	3	7088	7085	6675	384	410
seq1_26-seq1_79	7562	2	5326	5324	13305	7939	13293	5354	5035	289	319
seq1_26-seq1_80	7562	2646	7562	4916	6652	0	4873	4873	4612	304	261
seq1_26-seq1_27	7562	3745	7562	3817	5557	8	3822	3814	3616	201	198
seq1_26-seq1_46	7562	3	3262	3259	7336	4024	7310	3286	3074	185	212
seq1_26-seq1_32	7562	4572	7562	2990	4897	3	2996	2993	2820	170	173
seq1_26-seq1_94	7562	4734	7562	2828	11700	6	2833	2827	2677	151	150
seq1_26-seq1_38	7562	4885	7562	2677	7513	1	2685	2684	2541	136	143
seq1_26-seq1_42	7562	5314	7562	2248	8496	0	2262	2262	2135	113	127
seq1_27-seq1_71	5557	2	5557	5555	15598	4056	9624	5568	5247	308	321
seq1_27-seq1_93	5557	2	5557	5555	20815	7216	12705	5489	5207	348	282
seq1_27-seq1_80	5557	2	5557	5555	6652	1103	6610	5507	5244	311	263
seq1_27-seq1_32	5557	831	5557	4726	4897	0	4710	4710	4463	263	247
seq1_27-seq1_38	5557	1160	5557	4397	7513	15	4424	4409	4152	245	257
seq1_27-seq1_94	5557	1007	5557	4550	11700	14	4556	4542	4300	250	242
seq1_27-seq1_42	5557	1576	5557	3981	8496	8	3997	3989	3803	178	186
seq1_27-seq1_29	5557	2	3896	3894	7166	3258	7155	3897	3683	211	214
seq1_27-seq1_79	5557	2	1582	1580	13305	11714	13295	1581	1489	91	92
seq1_27-seq1_7	5557	4152	5557	1405	3564	2	1390	1388	1310	95	78
seq1_28-seq1_97	5596	0	5596	5596	18284	11621	17286	5665	5304	292	361
seq1_28-seq1_60	5596	0	5596	5596	16534	6887	12539	5652	5298	298	354
