KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq4_11-seq4_70	4477	1	2126	2125	5807	3649	5800	2151	2020	105	131
seq4_11-seq4_171	4477	2644	4471	1827	5579	4	1820	1816	1709	118	107
seq4_11-seq4_45	4477	1	1603	1602	6695	5062	6688	1626	1519	83	107
seq4_11-seq4_79	4477	3259	4472	1213	2659	0	1216	1216	1150	63	66
seq4_11-seq4_27	4477	1	1093	1092	3467	2361	3463	1102	1047	45	55
seq4_11-seq4_39	4477	3508	4471	963	6721	9	974	965	918	45	47
seq4_11-seq4_124	4477	3330	4468	1138	4519	3	1162	1159	1084	54	75
seq4_11-seq4_90	4477	3617	4472	855	3488	2	853	851	805	50	46
seq4_11-seq4_16	4477	20	596	576	4653	4068	4646	578	545	31	33
seq4_11-seq4_5	4477	1308	1748	440	502	23	454	431	406	34	25
seq4_12-seq4_68	1999	2	1993	1991	6926	4593	6586	1993	1884	107	109
seq4_12-seq4_25	1999	10	1993	1983	3640	530	2535	2005	1892	91	113
seq4_12-seq4_162	1999	32	1989	1957	19318	16533	18485	1952	1847	110	105
seq4_12-seq4_81	1999	4	1993	1989	14545	1836	3803	1967	1856	133	111
seq4_12-seq4_93	1999	108	1993	1885	14505	2	1911	1909	1799	86	110
seq4_12-seq4_151	1999	2	1993	1991	19855	891	2869	1978	1869	122	109
seq4_12-seq4_35	1999	2	1993	1991	9342	5841	7825	1984	1876	115	108
seq4_12-seq4_3	1999	596	1427	831	831	2	824	822	768	63	54
seq4_12-seq4_82	1999	1524	1993	469	14931	0	465	465	443	26	22
seq4_12-seq4_18	1999	2	352	350	2959	2608	2954	346	332	18	14
seq4_13-seq4_187	1372	1	1362	1361	22794	1300	2678	1378	1305	56	73
seq4_13-seq4_87	1372	1	1367	1366	9293	6817	8190	1373	1297	69	76
seq4_13-seq4_77	1372	1	1368	1367	11407	5548	6914	1366	1301	66	65
seq4_13-seq4_9	1372	1	1358	1357	3022	779	2144	1365	1288	69	77
seq4_13-seq4_48	1372	1	1366	1365	13107	9528	10907	1379	1299	66	80
seq4_13-seq4_61	1372	1	1367	1366	9506	6851	8241	1390	1303	63	87
seq4_13-seq4_180	1372	1	1363	1362	9279	356	1717	1361	1302	60	59
seq4_13-seq4_86	1372	2	1366	1364	21396	12346	13722	1376	1292	72	84
seq4_13-seq4_145	1372	2	1367	1365	13225	9756	11127	1371	1300	65	71
seq4_13-seq4_26	1372	1	1367	1366	3756	6	1355	1349	1269	97	80
seq4_13-seq4_165	1372	1	1158	1157	38554	37365	38530	1165	1097	60	68
seq4_13-seq4_131	1372	576	1371	795	2967	1	786	785	755	40	30
seq4_13-seq4_53	1372	583	1366	783	2192	1	772	771	742	41	29
seq4_13-seq4_71	1372	12	659	647	961	299	952	653	616	31	37
seq4_13-seq4_190	1372	1	438	437	30029	29580	30022	442	414	23	28
seq4_14-seq4_82	1869	1	1858	1857	14931	9778	11635	1857	1762	95	95
seq4_14-seq4_88	1869	1	1865	1864	15349	8290	10160	1870	1764	100	106
seq4_14-seq4_148	1869	1	1865	1864	8363	1807	3674	1867	1775	89	92
seq4_14-seq4_92	1869	1	1865	1864	10264	4332	6170	1838	1740	124	98
seq4_14-seq4_93	1869	2	1865	1863	14505	11241	13101	1860	1765	98	95
seq4_14-seq4_58	1869	1	1865	1864	6041	2205	4071	1866	1754	110	112
seq4_14-seq4_151	1869	1	1831	1830	19855	12158	13967	1809	1713	117	96
seq4_14-seq4_81	1869	1	1447	1446	14545	13097	14536	1439	1360	86	79
seq4_14-seq4_24	1869	365	1865	1500	2912	11	1520	1509	1421	79	88
seq4_14-seq4_185	1869	496	1865	1369	19687	3	1346	1343	1270	99	73
seq4_14-seq4_158	1869	1188	1865	677	5418	0	675	675	636	41	39
seq4_14-seq4_163	1869	24	497	473	4226	3747	4218	471	447	26	24
seq4_14-seq4_164	1869	1581	1865	284	6039	1	287	286	272	12	14
seq4_15-seq4_175	6240	1	6232	6231	12552	4117	10440	6323	5925	306	398
seq4_15-seq4_186	6240	1	6232	6231	19915	11397	17686	6289	5902	329	387
seq4_15-seq4_190	6240	1	6232	6231	30029	1412	7694	6282	5867	364	415
seq4_15-seq4_165	6240	1	6232	6231	38554	9305	15565	6260	5882	349	378
seq4_15-seq4_189	6240	1	6232	6231	27782	15795	22033	6238	5848	383	390
seq4_15-seq4_67	6240	1	5384	5383	7979	2507	7969	5462	5105	278	357
seq4_15-seq4_171	6240	1399	6232	4833	5579	4	4899	4895	4581	252	314
seq4_15-seq4_39	6240	2253	6232	3979	6721	5	4041	4036	3781	198	255
seq4_15-seq4_188	6240	1	3758	3757	23495	19670	23489	3819	3577	180	242
seq4_15-seq4_90	6240	2364	5808	3444	3488	7	3480	3473	3268	176	205
seq4_15-seq4_72	6240	1	3550	3549	9004	5434	8997	3563	3348	201	215
seq4_15-seq4_94	6240	2975	6232	3257	10083	0	3302	3302	3085	172	217
seq4_15-seq4_96	6240	1	2724	2723	7542	4806	7538	2732	2579	144	153
seq4_15-seq4_166	6240	3553	6232	2679	8040	3	2729	2726	2534	145	192
seq4_15-seq4_157	6240	1	2610	2609	9441	6790	9430	2640	2480	129	160
seq4_15-seq4_99	6240	3592	5928	2336	2356	0	2349	2349	2212	124	137
seq4_15-seq4_79	6240	2009	4627	2618	2659	0	2651	2651	2461	157	190
seq4_15-seq4_60	6240	4271	6232	1961	4153	0	1991	1991	1866	95	125
seq4_15-seq4_169	6240	4441	6232	1791	5409	12	1814	1802	1691	100	111
seq4_15-seq4_83	6240	3680	5279	1599	1649	7	1630	1623	1510	89	113
seq4_15-seq4_181	6240	4841	6232	1391	13179	1	1399	1398	1310	81	88
seq4_15-seq4_91	6240	4921	6224	1303	2910	2	1323	1321	1243	60	78
seq4_15-seq4_6	6240	4213	5405	1192	1257	5	1239	1234	1134	58	100
seq4_15-seq4_64	6240	5123	6232	1109	9477	0	1124	1124	1045	64	79
seq4_15-seq4_183	6240	5218	6232	1014	13805	3	1024	1021	962	52	59
seq4_15-seq4_70	6240	1	874	873	5807	4916	5798	882	824	49	58
seq4_15-seq4_5	6240	41	540	499	502	4	496	492	469	30	23
seq4_16-seq4_186	4653	6	4643	4637	19915	6058	10735	4677	4410	227	267
seq4_16-seq4_189	4653	26	4642	4616	27782	10489	15126	4637	4358	258	279
seq4_16-seq4_72	4653	6	4646	4640	9004	60	4759	4699	4390	250	309
seq4_16-seq4_45	4653	6	4646	4640	6695	986	5674	4688	4382	258	306
seq4_16-seq4_70	4653	435	4643	4208	5807	2	4238	4236	3989	219	247
seq4_16-seq4_165	4653	11	4629	4618	38554	3995	8614	4619	4326	292	293
seq4_16-seq4_188	4653	22	4646	4624	23495	14379	18992	4613	4335	289	278
seq4_16-seq4_96	4653	489	4646	4157	7542	3	4139	4136	3893	264	243
seq4_16-seq4_175	4653	1207	4646	3439	12552	5	3443	3438	3236	203	202
seq4_16-seq4_23	4653	22	3268	3246	3921	635	3921	3286	3083	163	203
seq4_16-seq4_27	4653	1668	4629	2961	3467	9	2940	2931	2760	201	171
seq4_16-seq4_67	4653	2759	4646	1887	7979	0	1839	1839	1759	128	80
seq4_16-seq4_97	4653	1721	3451	1730	1739	5	1730	1725	1631	99	94
seq4_16-seq4_190	4653	3926	4646	720	30029	26	750	724	674	46	50
seq4_17-seq4_183	1225	1	1217	1216	13805	7593	8794	1201	1140	76	61
seq4_17-seq4_190	1225	2	1217	1215	30029	14276	15482	1206	1152	63	54
seq4_17-seq4_64	1225	2	1225	1223	9477	7736	8958	1222	1154	69	68
seq4_17-seq4_181	1225	2	1213	1211	13179	7989	9192	1203	1138	73	65
seq4_17-seq4_85	1225	2	1217	1215	8273	6576	7768	1192	1133	82	59
seq4_17-seq4_37	1225	1	1213	1212	5027	2534	3727	1193	1131	81	62
seq4_17-seq4_51	1225	2	1217	1215	9208	623	1808	1185	1135	80	50
seq4_17-seq4_32	1225	3	1059	1056	2739	1703	2735	1032	992	64	40
seq4_17-seq4_28	1225	2	788	786	4130	3366	4122	756	736	50	20
seq4_17-seq4_43	1225	2	520	518	7422	6923	7419	496	474	44	22
seq4_18-seq4_35	2959	7	2940	2933	9342	3212	6165	2953	2761	172	192
seq4_18-seq4_68	2959	4	2952	2948	6926	2008	4932	2924	2745	203	179
seq4_18-seq4_81	2959	786	2948	2162	14545	0	2164	2164	2033	129	131
seq4_18-seq4_56	2959	4	2087	2083	12920	10828	12916	2088	1967	116	121
seq4_18-seq4_21	2959	41	1464	1423	1443	2	1430	1428	1339	84	89
seq4_18-seq4_89	2959	606	1824	1218	1230	4	1222	1218	1155	63	63
seq4_18-seq4_25	2959	2106	2954	848	3640	4	875	871	812	36	59
seq4_19-seq4_190	622	0	616	616	30029	24078	24695	617	588	28	29
seq4_19-seq4_22	622	1	616	615	4099	2228	2843	615	587	28	28
seq4_19-seq4_74	622	0	616	616	8748	3906	4514	608	582	34	26
seq4_19-seq4_87	622	24	612	588	9293	1337	1935	598	566	22	32
seq4_19-seq4_95	622	14	616	602	9362	5436	6038	602	571	31	31
seq4_19-seq4_48	622	1	616	615	13107	3967	4566	599	573	42	26
seq4_19-seq4_61	622	1	616	615	9506	1362	1973	611	580	35	31
seq4_19-seq4_86	622	1	616	615	21396	6841	7458	617	583	32	34
seq4_19-seq4_40	622	1	616	615	2998	2195	2788	593	578	37	15
seq4_19-seq4_77	622	3	616	613	11407	37	637	600	575	38	25
seq4_20-seq4_57	5077	198	5070	4872	6791	1	4860	4859	4619	253	240
seq4_20-seq4_76	5077	1	5064	5063	10663	1915	6986	5071	4781	282	290
seq4_20-seq4_56	5077	3	5070	5067	12920	1861	6944	5083	4783	284	300
seq4_20-seq4_34	5077	1	4216	4215	9471	5308	9465	4157	3959	256	198
seq4_20-seq4_78	5077	1	2391	2390	3546	1177	3534	2357	2259	131	98
seq4_20-seq4_44	5077	2508	5070	2562	5127	1	2567	2566	2407	155	159
seq4_20-seq4_33	5077	1	1593	1592	2435	838	2391	1553	1494	98	59
seq4_20-seq4_52	5077	1	1073	1072	11685	10615	11680	1065	1008	64	57
seq4_20-seq4_8	5077	4085	5070	985	2282	0	1011	1011	942	43	69
seq4_21-seq4_68	1443	2	1437	1435	6926	2046	3466	1420	1350	85	70
seq4_21-seq4_56	1443	3	1430	1427	12920	10870	12290	1420	1344	83	76
seq4_21-seq4_35	1443	2	1430	1428	9342	3247	4658	1411	1346	82	65
seq4_21-seq4_89	1443	562	1430	868	1230	0	868	868	828	40	40
seq4_21-seq4_81	1443	744	1430	686	14545	0	678	678	655	31	23
seq4_22-seq4_48	4099	0	4087	4087	13107	1749	5837	4088	3855	232	233
seq4_22-seq4_74	4099	12	4073	4061	8748	1692	5759	4067	3835	226	232
seq4_22-seq4_86	4099	12	4093	4081	21396	4619	8725	4106	3852	229	254
seq4_22-seq4_95	4099	14	4093	4079	9362	3174	7305	4131	3868	211	263
seq4_22-seq4_61	4099	945	4073	3128	9506	62	3210	3148	2965	163	183
seq4_22-seq4_87	4099	988	4093	3105	9293	24	3181	3157	2924	181	233
seq4_22-seq4_40	4099	62	3018	2956	2998	0	2973	2973	2793	163	180
seq4_22-seq4_77	4099	2195	4093	1898	11407	2	1885	1883	1779	119	104
seq4_22-seq4_47	4099	3022	4088	1066	3751	5	1073	1068	1010	56	58
seq4_22-seq4_51	4099	12	1030	1018	9208	8175	9195	1020	968	50	52
seq4_22-seq4_80	4099	1033	1616	583	611	15	604	589	547	36	42
seq4_23-seq4_45	3921	1	3907	3906	6695	343	4275	3932	3708	198	224
seq4_23-seq4_72	3921	575	3920	3345	9004	12	3370	3358	3170	175	188
seq4_23-seq4_70	3921	1064	3921	2857	5807	2	2859	2857	2708	149	149
seq4_23-seq4_96	3921	1115	3920	2805	7542	0	2766	2766	2636	169	130
seq4_23-seq4_27	3921	2320	3911	1591	3467	8	1579	1571	1492	99	79
seq4_23-seq4_97	3921	2377	3920	1543	1739	7	1543	1536	1448	95	88
seq4_23-seq4_67	3921	3469	3920	451	7979	49	500	451	428	23	23
seq4_24-seq4_82	2912	5	2906	2901	14931	10137	13049	2912	2751	150	161
seq4_24-seq4_58	2912	2	2907	2905	6041	2558	5414	2856	2712	193	144
seq4_24-seq4_88	2912	1	2906	2905	15349	8652	11557	2905	2726	179	179
seq4_24-seq4_92	2912	1	2906	2905	10264	4688	7561	2873	2702	203	171
seq4_24-seq4_93	2912	1	2379	2378	14505	11589	13972	2383	2245	133	138
seq4_24-seq4_81	2912	11	1101	1090	14545	13460	14538	1078	1022	68	56
seq4_25-seq4_35	3640	3	3633	3630	9342	5319	8961	3642	3436	194	206
seq4_25-seq4_81	3640	7	3626	3619	14545	1328	4899	3571	3371	248	200
seq4_25-seq4_93	3640	630	3626	2996	14505	2	3013	3011	2843	153	168
seq4_25-seq4_68	3640	7	2873	2866	6926	4094	6920	2826	2697	169	129
seq4_25-seq4_82	3640	2071	3632	1561	14931	0	1581	1581	1480	81	101
seq4_25-seq4_3	3640	1147	1975	828	831	19	824	805	759	69	46
seq4_26-seq4_77	3756	0	3737	3737	11407	5542	9279	3737	3532	205	205
seq4_26-seq4_86	3756	7	3737	3730	21396	12346	16097	3751	3539	191	212
seq4_26-seq4_48	3756	4	3546	3542	13107	9526	13099	3573	3356	186	217
seq4_26-seq4_61	3756	4	2632	2628	9506	6849	9503	2654	2507	121	147
seq4_26-seq4_87	3756	4	2435	2431	9293	6815	9284	2469	2324	107	145
seq4_26-seq4_53	3756	599	2752	2153	2192	1	2167	2166	2050	103	116
seq4_26-seq4_9	3756	4	2210	2206	3022	777	3011	2234	2103	103	131
seq4_26-seq4_84	3756	2260	3737	1477	9942	5	1481	1476	1400	77	76
seq4_26-seq4_54	3756	2685	3737	1052	2924	16	1074	1058	1005	47	53
seq4_26-seq4_71	3756	26	670	644	961	310	948	638	617	27	21
seq4_26-seq4_29	3756	3231	3737	506	3112	10	507	497	470	36	27
seq4_27-seq4_72	3467	10	3463	3453	9004	1753	5268	3515	3293	160	222
seq4_27-seq4_70	3467	7	3463	3456	5807	1258	4748	3490	3269	187	221
seq4_27-seq4_45	3467	6	3454	3448	6695	2675	6173	3498	3281	167	217
seq4_27-seq4_96	3467	7	3463	3456	7542	1206	4639	3433	3228	228	205
seq4_27-seq4_67	3467	1075	3463	2388	7979	0	2339	2339	2221	167	118
seq4_27-seq4_97	3467	60	1755	1695	1739	2	1719	1717	1608	87	109
seq4_28-seq4_64	4130	9	4122	4113	9477	4374	8520	4146	3894	219	252
seq4_28-seq4_85	4130	5	4121	4116	8273	3225	7333	4108	3879	237	229
seq4_28-seq4_43	4130	5	3841	3836	7422	3532	7394	3862	3657	179	205
seq4_28-seq4_94	4130	5	3538	3533	10083	6538	10079	3541	3338	195	203
seq4_28-seq4_37	4130	807	4122	3315	5027	1	3308	3307	3126	189	181
seq4_28-seq4_32	4130	1657	4122	2465	2739	7	2466	2459	2325	140	134
seq4_28-seq4_66	4130	115	2200	2085	2092	1	2081	2080	1952	133	128
seq4_28-seq4_51	4130	2732	4122	1390	9208	1	1382	1381	1311	79	70
seq4_29-seq4_84	3112	1	3099	3098	9942	976	4092	3116	2942	156	174
seq4_29-seq4_86	3112	1	3099	3098	21396	15573	18688	3115	2915	183	200
seq4_29-seq4_77	3112	4	2610	2606	11407	8775	11401	2626	2463	143	163
seq4_29-seq4_54	3112	1	2333	2332	2924	557	2918	2361	2215	117	146
seq4_29-seq4_52	3112	1253	3106	1853	11685	1	1874	1873	1754	99	119
seq4_29-seq4_48	3112	9	325	316	13107	12787	13101	314	296	20	18
seq4_30-seq4_46	1582	0	1571	1571	7102	3240	4810	1570	1476	95	94
seq4_31-seq4_59	1778	11	1776	1765	8435	2387	4190	1803	1691	74	112
seq4_31-seq4_69	1778	2	1768	1766	4877	1565	3340	1775	1663	103	112
seq4_31-seq4_65	1778	2	1751	1749	6968	346	2087	1741	1639	110	102
seq4_31-seq4_75	1778	1163	1751	588	2095	43	622	579	556	32	23
seq4_32-seq4_64	2739	7	2735	2728	9477	6029	8784	2755	2588	140	167
seq4_32-seq4_37	2739	20	2735	2715	5027	871	3569	2698	2546	169	152
seq4_32-seq4_85	2739	3	2734	2731	8273	4865	7603	2738	2573	158	165
seq4_32-seq4_43	2739	4	2208	2204	7422	5218	7419	2201	2069	135	132
seq4_32-seq4_94	2739	0	1867	1867	10083	8201	10074	1873	1757	110	116
seq4_32-seq4_51	2739	1061	2735	1674	9208	1	1649	1648	1572	102	76
seq4_32-seq4_66	2739	0	535	535	2092	1533	2081	548	514	21	34
seq4_33-seq4_76	2435	11	2393	2382	10663	1103	3499	2396	2260	122	136
seq4_33-seq4_34	2435	19	2393	2374	9471	4493	6889	2396	2251	123	145
seq4_33-seq4_78	2435	11	2393	2382	3546	363	2748	2385	2246	136	139
seq4_33-seq4_56	2435	11	2394	2383	12920	1062	3428	2366	2209	174	157
seq4_33-seq4_52	2435	5	1902	1897	11685	9787	11680	1893	1794	103	99
seq4_33-seq4_57	2435	1033	2395	1362	6791	5	1394	1389	1300	62	89
seq4_33-seq4_62	2435	7	673	666	5499	4846	5492	646	619	47	27
seq4_34-seq4_52	9471	1	6399	6398	11685	5362	11680	6318	6011	387	307
seq4_34-seq4_56	9471	3408	9465	6057	12920	2	6042	6040	5723	334	317
seq4_34-seq4_76	9471	3110	9465	6355	10663	1	6134	6133	5779	576	354
seq4_34-seq4_62	9471	5	5146	5141	5499	364	5493	5129	4875	266	254
seq4_34-seq4_57	9471	5504	9465	3961	6791	1	3993	3992	3748	213	244
seq4_34-seq4_55	9471	1	3610	3609	3896	279	3877	3598	3406	203	192
seq4_34-seq4_63	9471	1	3614	3613	6098	2543	6090	3547	3388	225	159
seq4_34-seq4_78	9471	4130	7671	3541	3546	2	3539	3537	3362	179	175
seq4_34-seq4_84	9471	1	2360	2359	9942	7599	9934	2335	2213	146	122
seq4_34-seq4_36	9471	372	2185	1813	1765	3	1748	1745	1676	137	69
seq4_34-seq4_44	9471	7783	9464	1681	5127	1	1704	1703	1588	93	115
seq4_34-seq4_50	9471	11	432	421	3936	3515	3929	414	391	30	23
seq4_35-seq4_68	9342	1222	8168	6946	6926	20	6920	6900	6531	415	369
seq4_35-seq4_56	9342	3	5292	5289	12920	7602	12915	5313	5025	264	288
seq4_35-seq4_81	9342	3997	9335	5338	14545	13	5290	5277	5026	312	251
seq4_35-seq4_93	9342	5944	9335	3391	14505	2	3396	3394	3209	182	185
seq4_35-seq4_76	9342	2	3016	3014	10663	7651	10650	2999	2836	178	163
seq4_35-seq4_82	9342	7369	9332	1963	14931	0	1960	1960	1867	96	93
seq4_35-seq4_44	9342	0	1858	1858	5127	3254	5117	1863	1752	106	111
seq4_35-seq4_89	9342	3813	5005	1192	1230	4	1209	1205	1140	52	65
seq4_35-seq4_57	9342	1	1266	1265	6791	5541	6782	1241	1175	90	66
seq4_35-seq4_8	9342	36	618	582	2282	1699	2271	572	548	34	24
seq4_35-seq4_88	9342	8874	9335	461	15349	0	480	480	447	14	33
seq4_36-seq4_55	1765	3	1748	1745	3896	648	2443	1795	1661	84	134
seq4_36-seq4_62	1765	0	1750	1750	5499	737	2556	1819	1668	82	151
seq4_36-seq4_52	1765	3	1748	1745	11685	5739	7526	1787	1670	75	117
seq4_36-seq4_84	1765	4	1748	1744	9942	7978	9761	1783	1651	93	132
seq4_36-seq4_63	1765	30	1748	1718	6098	2946	4695	1749	1630	88	119
seq4_37-seq4_64	5027	10	4259	4249	9477	5181	9469	4288	4018	231	270
seq4_37-seq4_85	5027	5	4236	4231	8273	4025	8266	4241	3983	248	258
seq4_37-seq4_51	5027	1901	5019	3118	9208	1	3089	3088	2935	183	153
seq4_37-seq4_43	5027	1	3047	3046	7422	4353	7419	3066	2876	170	190
seq4_37-seq4_94	5027	5	2706	2701	10083	7355	10079	2724	2565	136	159
seq4_37-seq4_66	5027	1	1379	1378	2092	694	2074	1380	1301	77	79
seq4_37-seq4_73	5027	4214	5020	806	2126	3	794	791	761	45	30
seq4_38-seq4_94	752	2	745	743	10083	4237	4999	762	717	26	45
seq4_38-seq4_85	752	1	738	737	8273	926	1684	758	707	30	51
seq4_38-seq4_60	752	2	738	736	4153	2941	3690	749	700	36	49
seq4_38-seq4_43	752	2	738	736	7422	1244	1982	738	689	47	49
seq4_38-seq4_39	752	2	738	736	6721	4976	5729	753	693	43	60
seq4_38-seq4_64	752	2	745	743	9477	2046	2810	764	707	36	57
seq4_38-seq4_91	752	2	632	630	2910	2261	2897	636	594	36	42
seq4_39-seq4_94	6721	737	6696	5959	10083	0	5964	5964	5633	326	331
seq4_39-seq4_60	6721	2090	6192	4102	4153	16	4137	4121	3886	216	235
seq4_39-seq4_64	6721	2930	6707	3777	9477	0	3785	3785	3563	214	222
seq4_39-seq4_90	6721	111	3600	3489	3488	2	3469	3467	3288	201	179
seq4_39-seq4_67	6721	4	3191	3187	7979	4769	7973	3204	3021	166	183
seq4_39-seq4_43	6721	3730	6706	2976	7422	0	2961	2961	2798	178	163
seq4_39-seq4_91	6721	2729	5604	2875	2910	2	2878	2876	2718	157	158
seq4_39-seq4_85	6721	4053	6705	2652	8273	1	2665	2664	2495	157	169
seq4_39-seq4_99	6721	1365	3730	2365	2356	0	2349	2349	2233	132	116
seq4_39-seq4_79	6721	5	2435	2430	2659	247	2651	2404	2281	149	123
seq4_39-seq4_83	6721	1457	3081	1624	1649	7	1630	1623	1532	92	91
seq4_39-seq4_72	6721	1	1326	1325	9004	7680	8997	1317	1253	72	64
seq4_39-seq4_6	6721	2010	3218	1208	1257	2	1248	1246	1157	51	89
seq4_39-seq4_96	6721	3	487	484	7542	7061	7538	477	460	24	17
seq4_40-seq4_95	2998	4	2980	2976	9362	3224	6238	3014	2836	140	178
seq4_40-seq4_74	2998	0	2971	2971	8748	1743	4692	2949	2798	173	151
seq4_40-seq4_86	2998	1	2973	2972	21396	4663	7646	2983	2791	181	192
seq4_40-seq4_48	2998	0	2971	2971	13107	1811	4748	2937	2773	198	164
seq4_40-seq4_87	2998	902	2971	2069	9293	6	2122	2116	1975	94	141
seq4_40-seq4_61	2998	807	2971	2164	9506	0	2162	2162	2029	135	133
seq4_40-seq4_51	2998	0	962	962	9208	8222	9195	973	924	38	49
seq4_40-seq4_77	2998	2159	2954	795	11407	0	806	806	758	37	48
seq4_40-seq4_80	2998	956	1561	605	611	4	604	600	565	40	35
seq4_41-seq4_46	5477	3005	5456	2451	7102	4	2479	2475	2323	128	152
