KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
origSeq_13-origSeq_91	2939	62	2939	2877	12771	0	2862	2862	2711	166	151
origSeq_13-origSeq_192	2939	0	2939	2939	47088	6209	9142	2933	2768	171	165
origSeq_13-origSeq_188	2939	0	2939	2939	15308	11235	14204	2969	2774	165	195
origSeq_13-origSeq_178	2939	416	2939	2523	6981	1	2529	2528	2391	132	137
origSeq_13-origSeq_43	2939	0	2939	2939	7936	2894	5854	2960	2760	179	200
origSeq_13-origSeq_138	2939	0	2242	2242	12367	10120	12361	2241	2099	143	142
origSeq_13-origSeq_55	2939	985	2939	1954	5971	1	1965	1964	1856	98	108
origSeq_13-origSeq_27	2939	0	1903	1903	3736	1803	3721	1918	1797	106	121
origSeq_13-origSeq_18	2939	91	1100	1009	1059	5	1041	1036	960	49	76
origSeq_13-origSeq_19	2939	1362	2022	660	691	24	676	652	621	39	31
origSeq_13-origSeq_141	2939	0	669	669	8897	8211	8891	680	637	32	43
origSeq_13-origSeq_155	2939	2509	2939	430	14003	6	440	434	406	24	28
origSeq_14-origSeq_190	3633	0	3633	3633	31476	13261	16904	3643	3454	179	189
origSeq_14-origSeq_74	3633	0	3633	3633	8911	3153	6747	3594	3427	206	167
origSeq_14-origSeq_191	3633	0	3529	3529	22116	18554	22107	3553	3356	173	197
origSeq_14-origSeq_151	3633	0	3633	3633	15444	2331	5942	3611	3424	209	187
origSeq_14-origSeq_189	3633	0	3633	3633	39864	18944	22591	3647	3451	182	196
origSeq_14-origSeq_42	3633	0	3633	3633	6699	460	4070	3610	3419	214	191
origSeq_14-origSeq_185	3633	0	3633	3633	16198	2904	6534	3630	3422	211	208
origSeq_14-origSeq_187	3633	0	3633	3633	27328	12632	16246	3614	3421	212	193
origSeq_14-origSeq_156	3633	0	3386	3386	12592	9229	12585	3356	3199	187	157
origSeq_14-origSeq_46	3633	933	3633	2700	4709	9	2734	2725	2572	128	153
origSeq_14-origSeq_152	3633	0	2633	2633	14143	11484	14132	2648	2490	143	158
origSeq_14-origSeq_175	3633	1041	3633	2592	13606	5	2590	2585	2453	139	132
origSeq_14-origSeq_63	3633	0	2416	2416	4904	2433	4876	2443	2285	131	158
origSeq_14-origSeq_17	3633	0	2651	2651	4151	1494	4146	2652	2497	154	155
origSeq_14-origSeq_80	3633	1510	3633	2123	7860	0	2128	2128	2005	118	123
origSeq_14-origSeq_50	3633	1628	3633	2005	6126	1	2018	2017	1888	117	129
origSeq_14-origSeq_47	3633	2013	3633	1620	4043	1	1595	1594	1515	105	79
origSeq_14-origSeq_37	3633	2529	3633	1104	5744	5	1104	1099	1049	55	50
origSeq_14-origSeq_93	3633	2545	3633	1088	11829	0	1076	1076	1029	59	47
origSeq_14-origSeq_69	3633	2577	3633	1056	1857	2	1049	1047	1003	53	44
origSeq_14-origSeq_96	3633	0	1121	1121	19709	18588	19703	1115	1050	71	65
origSeq_14-origSeq_176	3633	0	951	951	4281	3353	4270	917	878	73	39
origSeq_15-origSeq_182	6726	0	6726	6726	26524	5408	12156	6748	6385	341	363
origSeq_15-origSeq_71	6726	0	6726	6726	8532	73	6741	6668	6313	413	355
origSeq_15-origSeq_67	6726	974	6726	5752	10468	1	5755	5754	5446	306	308
origSeq_15-origSeq_48	6726	0	4316	4316	7106	2831	7098	4267	4038	278	229
origSeq_15-origSeq_73	6726	0	3983	3983	12487	8510	12475	3965	3761	222	204
origSeq_15-origSeq_192	6726	0	3522	3522	47088	43577	47081	3504	3325	197	179
origSeq_15-origSeq_169	6726	0	3233	3233	18645	15418	18636	3218	3048	185	170
origSeq_15-origSeq_171	6726	0	2786	2786	5375	2557	5347	2790	2658	128	132
origSeq_15-origSeq_183	6726	3447	6726	3279	11124	6	3306	3300	3094	185	206
origSeq_15-origSeq_61	6726	1476	3500	2024	2002	4	1997	1993	1904	120	89
origSeq_15-origSeq_88	6726	0	1064	1064	1870	803	1859	1056	998	66	58
origSeq_15-origSeq_159	6726	0	796	796	3981	3146	3957	811	763	33	48
origSeq_15-origSeq_72	6726	549	1092	543	554	5	544	539	511	32	28
origSeq_16-origSeq_190	964	0	964	964	31476	18397	19378	981	919	45	62
origSeq_16-origSeq_42	964	0	964	964	6699	5534	6534	1000	929	35	71
origSeq_16-origSeq_175	964	0	964	964	13606	4073	5047	974	911	53	63
origSeq_16-origSeq_189	964	0	964	964	39864	24059	25025	966	896	68	70
origSeq_16-origSeq_80	964	0	964	964	7860	3597	4569	972	910	54	62
origSeq_16-origSeq_93	964	0	964	964	11829	2566	3534	968	906	58	62
origSeq_16-origSeq_37	964	0	964	964	5744	2555	3519	964	897	67	67
origSeq_16-origSeq_185	964	0	964	964	16198	8025	8975	950	899	65	51
origSeq_16-origSeq_187	964	0	964	964	27328	17668	18651	983	915	49	68
origSeq_16-origSeq_50	964	0	964	964	6126	3477	4429	952	896	68	56
origSeq_16-origSeq_58	964	0	964	964	1666	662	1637	975	904	60	71
origSeq_16-origSeq_9	964	0	964	964	3402	752	1694	942	889	75	53
origSeq_16-origSeq_47	964	0	964	964	4043	3058	4015	957	892	72	65
origSeq_16-origSeq_74	964	0	707	707	8911	8219	8905	686	653	54	33
origSeq_16-origSeq_46	964	0	529	529	4709	4193	4699	506	492	37	14
origSeq_17-origSeq_185	4151	0	4151	4151	16198	1399	5558	4159	3918	233	241
origSeq_17-origSeq_187	4151	0	4151	4151	27328	11119	15297	4178	3931	220	247
origSeq_17-origSeq_190	4151	0	4151	4151	31476	11737	15934	4197	3939	212	258
origSeq_17-origSeq_191	4151	0	4151	4151	22116	17054	21240	4186	3925	226	261
origSeq_17-origSeq_74	4151	0	4151	4151	8911	1644	5774	4130	3899	252	231
origSeq_17-origSeq_189	4151	0	4151	4151	39864	17426	21603	4177	3920	231	257
origSeq_17-origSeq_63	4151	0	3909	3909	4904	940	4870	3930	3697	212	233
origSeq_17-origSeq_42	4151	1036	4151	3115	6699	0	3107	3107	2932	183	175
origSeq_17-origSeq_96	4151	0	2603	2603	19709	17090	19703	2613	2443	160	170
origSeq_17-origSeq_176	4151	0	2437	2437	4281	1846	4278	2432	2289	148	143
origSeq_17-origSeq_175	4151	2528	4151	1623	13606	11	1627	1616	1534	89	82
origSeq_17-origSeq_46	4151	2421	4151	1730	4709	18	1762	1744	1649	81	95
origSeq_17-origSeq_60	4151	0	1738	1738	12013	10276	12006	1730	1632	106	98
origSeq_17-origSeq_172	4151	0	1338	1338	14476	13124	14451	1327	1262	76	65
origSeq_17-origSeq_50	4151	3108	4151	1043	6126	11	1048	1037	988	55	49
origSeq_17-origSeq_80	4151	2978	4151	1173	7860	0	1156	1156	1093	80	63
origSeq_17-origSeq_47	4151	3502	4151	649	4043	1	654	653	616	33	37
origSeq_18-origSeq_91	1059	6	1059	1053	12771	29	1045	1016	971	82	45
origSeq_18-origSeq_188	1059	0	1059	1059	15308	11321	12367	1046	989	70	57
origSeq_18-origSeq_27	1059	0	1059	1059	3736	1890	2932	1042	984	75	58
origSeq_18-origSeq_192	1059	0	1059	1059	47088	6299	7347	1048	990	69	58
origSeq_18-origSeq_43	1059	0	1059	1059	7936	2984	4046	1062	996	63	66
origSeq_19-origSeq_43	691	0	691	691	7936	4275	4978	703	659	32	44
origSeq_19-origSeq_91	691	0	691	691	12771	1266	1961	695	653	38	42
origSeq_19-origSeq_55	691	0	691	691	5971	361	1048	687	641	50	46
origSeq_19-origSeq_192	691	0	691	691	47088	7567	8252	685	646	45	39
origSeq_19-origSeq_27	691	0	558	558	3736	3151	3721	570	536	22	34
origSeq_20-origSeq_55	1845	0	1845	1845	5971	2577	4460	1883	1763	82	120
origSeq_20-origSeq_91	1845	0	1845	1845	12771	3452	5323	1871	1741	104	130
origSeq_20-origSeq_43	1845	0	1479	1479	7936	6445	7930	1485	1404	75	81
origSeq_21-origSeq_29	1092	0	1092	1092	3960	2664	3769	1105	1037	55	68
origSeq_21-origSeq_92	1092	0	771	771	1297	526	1296	770	741	30	29
origSeq_21-origSeq_32	1092	411	1092	681	5646	4	697	693	634	47	59
origSeq_22-origSeq_89	3393	0	3013	3013	17466	14434	17459	3025	2865	148	160
origSeq_22-origSeq_25	3393	0	2322	2322	3903	1534	3856	2322	2189	133	133
origSeq_22-origSeq_75	3393	0	1815	1815	7594	5754	7588	1834	1727	88	107
origSeq_22-origSeq_30	3393	2068	3393	1325	2294	34	1361	1327	1259	66	68
origSeq_22-origSeq_36	3393	0	740	740	1530	764	1516	752	701	39	51
origSeq_22-origSeq_4	3393	2712	3393	681	781	24	693	669	632	49	37
origSeq_22-origSeq_24	3393	2741	3393	652	4348	7	650	643	608	44	35
origSeq_22-origSeq_98	3393	0	412	412	2007	1589	2001	412	387	25	25
origSeq_23-origSeq_60	648	0	648	648	12013	1286	1931	645	617	31	28
origSeq_23-origSeq_82	648	0	648	648	11561	4834	5470	636	607	41	29
origSeq_23-origSeq_8	648	0	648	648	4447	3183	3815	632	607	41	25
origSeq_23-origSeq_59	648	0	648	648	10331	6613	7250	637	602	46	35
origSeq_23-origSeq_95	648	0	648	648	11131	4739	5370	631	606	42	25
origSeq_23-origSeq_96	648	0	648	648	19709	8122	8758	636	607	41	29
origSeq_23-origSeq_57	648	366	648	282	7337	20	293	273	266	16	7
origSeq_24-origSeq_73	4348	1124	4348	3224	12487	3	3235	3232	3061	163	171
origSeq_24-origSeq_51	4348	1250	4348	3098	3798	12	3090	3078	2906	192	172
origSeq_24-origSeq_3	4348	2434	4348	1914	2584	3	1883	1880	1785	129	95
origSeq_24-origSeq_30	4348	0	1579	1579	2294	696	2284	1588	1487	92	101
origSeq_24-origSeq_34	4348	3534	4348	814	5805	5	820	815	763	51	52
origSeq_24-origSeq_4	4348	0	728	728	781	45	775	730	676	52	54
origSeq_24-origSeq_89	4348	0	288	288	17466	17179	17455	276	269	19	7
origSeq_24-origSeq_85	4348	4095	4348	253	939	0	259	259	243	10	16
origSeq_25-origSeq_89	3903	0	3903	3903	17466	12926	16839	3913	3690	213	223
origSeq_25-origSeq_75	3903	0	3357	3357	7594	4231	7583	3352	3163	194	189
origSeq_25-origSeq_98	3903	0	1942	1942	2007	73	2001	1928	1828	114	100
origSeq_25-origSeq_36	3903	774	2270	1496	1530	3	1516	1513	1416	80	97
origSeq_25-origSeq_54	3903	0	1399	1399	2031	651	2025	1374	1314	85	60
origSeq_25-origSeq_99	3903	0	1085	1085	1116	46	1109	1063	1014	71	49
origSeq_25-origSeq_30	3903	3577	3903	326	2294	7	347	340	310	16	30
origSeq_26-origSeq_33	1877	0	1877	1877	3124	386	2274	1888	1775	102	113
origSeq_26-origSeq_60	1877	0	1877	1877	12013	6335	8206	1871	1775	102	96
origSeq_26-origSeq_57	1877	0	1877	1877	7337	4710	6585	1875	1786	91	89
origSeq_26-origSeq_76	1877	0	1877	1877	7647	3653	5535	1882	1767	110	115
origSeq_26-origSeq_96	1877	0	1877	1877	19709	13169	15042	1873	1766	111	107
origSeq_26-origSeq_82	1877	0	1658	1658	11561	9887	11538	1651	1559	99	92
origSeq_26-origSeq_95	1877	0	1351	1351	11131	9770	11124	1354	1280	71	74
origSeq_26-origSeq_97	1877	0	1242	1242	5262	4022	5248	1226	1166	76	60
origSeq_27-origSeq_43	3736	0	3736	3736	7936	1085	4860	3775	3542	194	233
origSeq_27-origSeq_91	3736	1864	3736	1872	12771	0	1845	1845	1741	131	104
origSeq_27-origSeq_55	3736	2794	3736	942	5971	1	926	925	877	65	48
origSeq_28-origSeq_35	900	0	900	900	6520	453	1340	887	849	51	38
origSeq_28-origSeq_90	900	0	900	900	14077	0	866	866	821	79	45
origSeq_28-origSeq_91	900	0	900	900	12771	7634	8526	892	848	52	44
origSeq_29-origSeq_52	3960	0	2512	2512	4444	1934	4435	2501	2376	136	125
origSeq_29-origSeq_65	3960	0	1672	1672	2445	747	2437	1690	1587	85	103
origSeq_29-origSeq_39	3960	1104	2611	1507	1522	0	1515	1515	1433	74	82
origSeq_29-origSeq_92	3960	2143	3438	1295	1297	0	1295	1295	1236	59	59
origSeq_29-origSeq_56	3960	0	958	958	2637	1676	2633	957	902	56	55
origSeq_29-origSeq_32	3960	3073	3960	887	5646	4	894	890	836	51	54
origSeq_30-origSeq_89	2294	0	988	988	17466	16493	17461	968	929	59	39
origSeq_30-origSeq_4	2294	680	1441	761	781	28	775	747	710	51	37
origSeq_30-origSeq_73	2294	1828	2294	466	12487	5	490	485	454	12	31
origSeq_30-origSeq_51	2294	1948	2294	346	3798	11	357	346	329	17	17
origSeq_31-origSeq_75	2791	0	2791	2791	7594	558	3370	2812	2646	145	166
origSeq_31-origSeq_66	2791	0	2791	2791	12390	8685	11481	2796	2627	164	169
origSeq_31-origSeq_89	2791	0	2791	2791	17466	9261	12067	2806	2634	157	172
origSeq_31-origSeq_53	2791	0	2233	2233	5003	2774	4997	2223	2104	129	119
origSeq_31-origSeq_90	2791	0	1788	1788	14077	12329	14070	1741	1669	119	72
origSeq_32-origSeq_43	5646	5260	5646	386	7936	22	408	386	362	24	24
origSeq_33-origSeq_96	3124	2	3124	3122	19709	12785	15913	3128	2950	172	178
origSeq_33-origSeq_60	3124	0	3124	3124	12013	5950	9100	3150	2970	154	180
origSeq_33-origSeq_57	3124	2	2998	2996	7337	4339	7312	2973	2831	165	142
origSeq_33-origSeq_76	3124	2	3124	3122	7647	3274	6368	3094	2917	205	177
origSeq_33-origSeq_82	3124	2	2075	2073	11561	9520	11545	2025	1932	141	93
origSeq_33-origSeq_95	3124	2	1764	1762	11131	9395	11124	1729	1658	104	71
origSeq_33-origSeq_97	3124	2	1651	1649	5262	3659	5248	1589	1518	131	71
origSeq_33-origSeq_74	3124	2666	3124	458	8911	1	454	453	429	29	24
origSeq_34-origSeq_73	5805	2	5805	5803	12487	2417	8167	5750	5436	367	314
origSeq_34-origSeq_48	5805	3303	5805	2502	7106	0	2492	2492	2361	141	131
origSeq_34-origSeq_51	5805	0	1487	1487	3798	2289	3778	1489	1411	76	78
origSeq_34-origSeq_85	5805	570	1499	929	939	3	932	929	875	54	54
origSeq_34-origSeq_88	5805	5340	5805	465	1870	1	459	458	434	31	24
origSeq_35-origSeq_90	6520	485	6520	6035	14077	1	6005	6004	5670	365	334
origSeq_35-origSeq_91	6520	0	5593	5593	12771	7187	12767	5580	5277	316	303
origSeq_35-origSeq_45	6520	2067	6520	4453	7344	0	4472	4472	4226	227	246
origSeq_35-origSeq_78	6520	2083	6520	4437	5526	0	4417	4417	4180	257	237
origSeq_35-origSeq_89	6520	3625	6520	2895	17466	0	2902	2902	2754	141	148
origSeq_35-origSeq_87	6520	1467	4114	2647	2659	0	2652	2652	2506	141	146
origSeq_35-origSeq_66	6520	4177	6520	2343	12390	4	2329	2325	2204	139	121
origSeq_35-origSeq_70	6520	4296	6520	2224	8278	6	2172	2166	2070	154	96
origSeq_35-origSeq_6	6520	3897	5271	1374	1395	0	1388	1388	1314	60	74
origSeq_35-origSeq_83	6520	3785	5192	1407	1434	2	1396	1394	1310	97	84
origSeq_35-origSeq_44	6520	3979	4905	926	945	1	940	939	880	46	59
origSeq_36-origSeq_75	1530	0	1530	1530	7594	4976	6504	1528	1448	82	80
origSeq_36-origSeq_89	1530	0	1530	1530	17466	13661	15198	1537	1452	78	85
origSeq_36-origSeq_98	1530	0	1181	1181	2007	814	1997	1183	1122	59	61
origSeq_36-origSeq_54	1530	0	638	638	2031	1394	2026	632	608	30	24
origSeq_37-origSeq_93	5744	21	5744	5723	11829	0	5837	5837	5452	271	385
origSeq_37-origSeq_80	5744	0	5744	5744	7860	1028	6851	5823	5433	311	390
origSeq_37-origSeq_50	5744	0	5143	5143	6126	916	6101	5185	4868	275	317
origSeq_37-origSeq_42	5744	0	3674	3674	6699	2975	6686	3711	3479	195	232
origSeq_37-origSeq_47	5744	0	3527	3527	4043	529	4021	3492	3289	238	203
origSeq_37-origSeq_74	5744	0	3250	3250	8911	5650	8906	3256	3076	174	180
origSeq_37-origSeq_46	5744	0	3063	3063	4709	1629	4703	3074	2900	163	174
origSeq_37-origSeq_9	5744	1974	5189	3215	3402	186	3396	3210	3013	202	197
origSeq_37-origSeq_69	5744	51	1876	1825	1857	3	1851	1848	1727	98	121
origSeq_37-origSeq_68	5744	4328	5744	1416	6602	90	1504	1414	1339	77	75
origSeq_37-origSeq_58	5744	1887	3531	1644	1666	0	1649	1649	1556	88	93
origSeq_37-origSeq_81	5744	4196	5744	1548	1549	0	1541	1541	1454	94	87
origSeq_38-origSeq_96	5841	516	5841	5325	19709	45	5423	5378	5058	267	320
origSeq_38-origSeq_41	5841	660	5841	5181	7331	6	5216	5210	4891	290	319
origSeq_38-origSeq_84	5841	0	4773	4773	7678	2902	7672	4770	4500	273	270
origSeq_38-origSeq_59	5841	1952	5841	3889	10331	0	3896	3896	3659	230	237
origSeq_38-origSeq_49	5841	0	2227	2227	2468	225	2459	2234	2121	106	113
origSeq_38-origSeq_82	5841	3722	5841	2119	11561	0	2129	2129	2009	110	120
origSeq_38-origSeq_95	5841	3814	5841	2027	11131	0	2036	2036	1923	104	113
origSeq_38-origSeq_79	5841	3877	5841	1964	3576	1	1990	1989	1867	97	122
origSeq_38-origSeq_40	5841	0	1794	1794	4447	2665	4440	1775	1673	121	102
origSeq_38-origSeq_64	5841	0	1681	1681	3939	2259	3931	1672	1575	106	97
origSeq_38-origSeq_94	5841	4480	5841	1361	1837	10	1394	1384	1295	66	89
origSeq_38-origSeq_67	5841	0	493	493	10468	9962	10452	490	467	26	23
origSeq_38-origSeq_8	5841	5393	5841	448	4447	6	461	455	412	36	43
origSeq_39-origSeq_52	1522	0	1416	1416	4444	3016	4430	1414	1355	61	59
origSeq_39-origSeq_65	1522	0	571	571	2445	1869	2437	568	538	33	30
origSeq_39-origSeq_92	1522	1046	1522	476	1297	0	475	475	457	19	18
origSeq_40-origSeq_84	4447	0	4447	4447	7678	273	4705	4432	4176	271	256
origSeq_40-origSeq_64	4447	373	4282	3909	3939	0	3891	3891	3668	241	223
origSeq_40-origSeq_67	4447	0	3163	3163	10468	7305	10461	3156	2975	188	181
origSeq_40-origSeq_77	4447	0	2562	2562	3518	975	3507	2532	2393	169	139
origSeq_40-origSeq_49	4447	2420	4447	2027	2468	0	2046	2046	1912	115	134
origSeq_40-origSeq_96	4447	3174	4447	1273	19709	40	1340	1300	1214	59	86
origSeq_40-origSeq_41	4447	3318	4447	1129	7331	6	1161	1155	1077	52	78
origSeq_41-origSeq_96	7331	0	7331	7331	19709	185	7546	7361	6936	395	425
origSeq_41-origSeq_59	7331	1323	7331	6008	10331	13	6047	6034	5695	313	339
